county_code,county,lat,long,geometry
123,Monroe,35.471793,-84.2278796,"list(list(c(-84.504274, -84.290765, -84.188319, -84.081561, -83.993815, -83.93854, -83.9589178345639, -83.973171, -84.021782, -84.007586, -84.038081, -84.02351, -84.0291044137725, -84.097508, -84.178516, -84.223718, -84.28322, -84.2865983787409, -84.325722, -84.356923, -84.495529, -84.401025, -84.409226, -84.52585, -84.504274, 35.665866, 35.654925, 35.610549, 35.541231, 35.550001, 35.487773, 35.4578994395799, 35.452582, 35.407418, 35.371661, 35.348363, 35.295783, 35.2921237764939, 35.247382, 35.240679, 
35.269078, 35.226577, 35.2057582184959, 35.219377, 35.233676, 35.285472, 35.330374, 35.398378, 35.624186, 35.665866)))"
125,Montgomery,36.4960406,-87.460397,"list(list(c(-87.64115, -87.347796, -87.3359790500808, -87.1150035566884, -87.150371, -87.120443, -87.280597, -87.286501, -87.303129, -87.513533, -87.586957, -87.592358, -87.64115, 36.638036, 36.64144, 36.6415771604931, 36.6441420446512, 36.566824, 36.45546, 36.354166, 36.321933, 36.312442, 36.334713, 36.34178, 36.367663, 36.638036)))"
127,Moore,35.2700506,-86.357952,"list(list(c(-86.525306, -86.422338, -86.25759, -86.279905, -86.261489, -86.245315, -86.306076, -86.318168, -86.363363, -86.392192, -86.52728, -86.525306, 35.354718, 35.318846, 35.412476, 35.387452, 35.333579, 35.324051, 35.231178, 35.126986, 35.12303, 35.235381, 35.311536, 35.354718)))"
129,Morgan,36.1004285,-84.6479124,"list(list(c(-84.875842, -84.797861, -84.700785, -84.573741, -84.441034, -84.449734, -84.341812, -84.446054, -84.603967, -84.680633, -84.720727, -84.80546, -84.907753, -84.875842, 36.285092, 36.296894, 36.370824, 36.229977, 36.163478, 36.141677, 36.048977, 35.985984, 35.953879, 35.908454, 35.994914, 36.090501, 36.156293, 36.285092)))"
131,Obion,36.3469439,-89.1705998,"list(list(c(-89.444587, -89.36012, -89.3451943195388, -89.211409, -88.964471, -88.8345890228743, -88.8271780363405, -88.81642, -88.949115, -88.959839, -88.961232, -89.154464, -89.482971, -89.444587, 36.235538, 36.409277, 36.5013432086369, 36.50563, 36.502191, 36.5019803422593, 36.5019683222569, 36.410732, 36.410461, 36.222834, 36.201635, 36.204678, 36.212659, 36.235538)))"
133,Overton,36.3880346,-85.3136218,"list(list(c(-85.495422, -85.446372, -85.284878, -85.268647, -85.120445, -85.122245, -85.082497, -85.119583, -85.204156, -85.419398, -85.495124, -85.497587, -85.495422, 36.403074, 36.49797, 36.531293, 36.539891, 36.407164, 36.304599, 36.196171, 36.144719, 36.152489, 36.236215, 36.302278, 36.375051, 36.403074)))"
135,Perry,35.6786596,-87.8942451,"list(list(c(-88.042332, -87.97463, -88.035837, -88.034788, -87.970738, -87.96274, -87.852682, -87.71676, -87.74375, -87.658189, -87.651007, -87.717559, -87.988894, -88.007709, -88.042332, 35.444617, 35.521025, 35.621839, 35.717261, 35.815705, 35.840921, 35.803799, 35.83875, 35.663952, 35.609349, 35.568762, 35.483347, 35.453666, 35.423381, 35.444617)))"
137,Pickett,36.5541091,-85.1479364,"list(list(c(-85.284878, -85.267057, -85.2762879474994, -85.096128, -84.9748684358374, -84.943948, -84.7853999785503, -84.731839, -84.943144, -85.043924, -85.120445, -85.268647, -85.284878, 36.531293, 36.573238, 36.6261575408034, 36.622483, 36.6145833593172, 36.612569, 36.6033754199356, 36.524674, 36.58127, 36.558791, 36.407164, 36.539891, 36.531293)))"
139,Polk,35.1371578,-84.564147,"list(list(c(-84.7758376712973, -84.699937, -84.703607, -84.667398, -84.495529, -84.356923, -84.325722, -84.2865983787409, -84.321869, -84.509052, -84.621483, -84.727434, -84.7758376712973, 34.9879372061493, 35.170974, 35.241043, 35.268041, 35.285472, 35.233676, 35.219377, 35.2057582184959, 34.988408, 34.988033, 34.988329, 34.98802, 34.9879372061493)))"
141,Putnam,36.134602,-85.4788065,"list(list(c(-85.809168, -85.780148, -85.557527, -85.495124, -85.419398, -85.204156, -85.119583, -85.100213, -85.15275, -85.246362, -85.264206, -85.309363, -85.507677, -85.644604, -85.767136, -85.807415, -85.809168, 36.206598, 36.238011, 36.223177, 36.302278, 36.236215, 36.152489, 36.144719, 36.138561, 36.099544, 36.100698, 35.979154, 36.031592, 36.082012, 36.015053, 36.070087, 36.131582, 36.206598)))"
143,Rhea,35.5927914,-84.981754,"list(list(c(-85.146393, -85.107762, -84.916062, -84.80163, -84.781901, -84.754472, -84.723853, -84.72324, -84.781804, -84.794904, -84.873969, -84.859949, -84.912148, -84.968953, -85.016343, -85.102158, -85.135191, -85.146393, 35.491299, 35.571359, 35.761939, 35.823066, 35.825, 35.75439, 35.752896, 35.68967, 35.673908, 35.55255, 35.550217, 35.497072, 35.442671, 35.466674, 35.409288, 35.428442, 35.458649, 35.491299)))"
145,Roane,35.836117,-84.564147,"list(list(c(-84.781901, -84.729634, -84.680633, -84.603967, -84.446054, -84.341812, -84.32006, -84.271587, -84.263383, -84.32997, -84.347624, -84.584472, -84.619865, -84.619031, -84.723853, -84.754472, -84.781901, 35.825, 35.858382, 35.908454, 35.953879, 35.985984, 36.048977, 35.991607, 35.910165, 35.89694, 35.892904, 35.832367, 35.644424, 35.644651, 35.70788, 35.752896, 35.75439, 35.825)))"
147,Robertson,36.5250666,-86.8621827,"list(list(c(-87.150371, -87.1150035566884, -87.0608263443929, -86.813037, -86.7632909641085, -86.606394, -86.5620676518653, -86.693292, -86.754795, -86.825053, -86.913233, -86.98806, -87.063143, -87.120443, -87.150371, 36.566824, 36.6441420446512, 36.6447708848516, 36.647647, 36.6487206745018, 36.652107, 36.6407466739073, 36.407231, 36.405496, 36.349817, 36.382621, 36.369154, 36.421415, 36.45546, 36.566824)))"
149,Rutherford,35.7724263,-86.3376761,"list(list(c(-86.686193, -86.613328, -86.618892, -86.546884, -86.515589, -86.251731, -86.153214, -86.141766, -86.207147, -86.245406, -86.245165, -86.34194, -86.402726, -86.543116, -86.639436, -86.686193, 35.710051, 35.790331, 35.968224, 36.087817, 36.10061, 35.961141, 35.954399, 35.914374, 35.70379, 35.688899, 35.631913, 35.664259, 35.618571, 35.697617, 35.6859, 35.710051)))"
151,Scott,36.3976209,-84.5222189,"list(list(c(-84.785341, -84.7784558643505, -84.499938, -84.2613212015047, -84.251132, -84.266877, -84.330434, -84.349939, -84.329927, -84.372731, -84.403633, -84.441034, -84.573741, -84.700785, -84.659115, -84.731839, -84.7853999785503, -84.785341, 36.603372, 36.6032105122159, 36.596678, 36.592741697267, 36.53418, 36.511698, 36.50948, 36.466292, 36.285086, 36.216778, 36.174778, 36.163478, 36.229977, 36.370824, 36.395222, 36.524674, 36.6033754199356, 36.603372)))"
153,Sequatchie,35.3469428,-85.3962769,"list(list(c(-85.557535, -85.459856, -85.423804, -85.436147, -85.403298, -85.225877, -85.246005, -85.387089, -85.403187, -85.558551, -85.485622, -85.607326, -85.557535, 35.532977, 35.54685, 35.567422, 35.541365, 35.49228, 35.354276, 35.319077, 35.147169, 35.223419, 35.319292, 35.406307, 35.531651, 35.532977)))"
155,Sevier,35.8271682,-83.5070203,"list(list(c(-83.794275, -83.650957, -83.673297, -83.474901, -83.310782, -83.261806, -83.2561415523036, -83.26474416829, -83.297154, -83.347262, -83.421576, -83.452431, -83.498335, -83.587827, -83.653159, -83.6629119015893, -83.662814, -83.70525, -83.794275, 35.887125, 35.986368, 36.038486, 35.922893, 35.895846, 35.825024, 35.7151240626578, 35.7030894961701, 35.65775, 35.660474, 35.611186, 35.602918, 35.562981, 35.566963, 35.568309, 35.5677997932083, 35.690618, 35.71158, 35.887125)))"
157,Shelby,35.1268552,-89.9253233,"list(list(c(-90.300697, -90.265296, -90.197146, -90.181387, -90.160058, -90.09061, -90.099777, -90.093285, -90.097947, -90.166594, -90.121864, -90.087903, -90.112504, -90.070549, -90.045306, -90.039777, -89.865515, -89.70248, -89.632776, -89.644051831619, -89.7243158379686, -89.7596126422344, -89.795187, -90.309297, -90.300697, 35.028793, 35.040293, 35.050731, 35.091401, 35.12883, 35.118287, 35.164474, 35.203282, 35.249983, 35.274588, 35.304535, 35.36327, 35.410153, 35.423291, 35.415435, 35.396531, 
35.39077, 35.408584, 35.375824, 34.9940668634279, 34.9941869587535, 34.9942397717315, 34.994293, 34.995694, 35.028793)))"
159,Smith,36.2388468,-85.971322,"list(list(c(-86.136803, -86.0809, -85.977143, -85.978893, -85.895732, -85.828026, -85.82766, -85.780148, -85.809168, -85.807415, -85.864024, -85.910118, -86.059706, -86.115607, -86.136803, 36.295859, 36.355367, 36.405076, 36.426073, 36.420446, 36.411836, 36.255272, 36.238011, 36.206598, 36.131582, 36.093809, 36.116925, 36.086024, 36.268886, 36.295859)))"
161,Stewart,36.5023236,-87.7763333,"list(list(c(-88.070532, -88.011792, -87.849567, -87.853204, -87.6941859078643, -87.64115, -87.592358, -87.715494, -87.821816, -87.98074, -87.99092, -88.061428, -88.0533508007759, -88.050466, -88.033802, -88.055738, -88.070532, 36.678118, 36.677025, 36.663701, 36.633247, 36.6368382439437, 36.638036, 36.367663, 36.36824, 36.328724, 36.353307, 36.360133, 36.443992, 36.4999962506816, 36.500053, 36.551733, 36.630475, 36.678118)))"
163,Sullivan,36.4933147,-82.345189,"list(list(c(-82.702279, -82.610175, -82.609181949399, -82.487238, -82.2941364201291, -82.2433850052002, -82.173982, -82.1455732705145, -81.934144, -81.922644, -81.8267341480526, -81.871443, -81.983843, -82.188653, -82.299859, -82.421572, -82.601474, -82.680677, -82.702279, 36.455499, 36.5193, 36.5950896860685, 36.595822, 36.5950730329585, 36.5948761876654, 36.594607, 36.5945603308341, 36.594213, 36.616213, 36.6147191041614, 36.602015, 36.508314, 36.400408, 36.396505, 36.447254, 36.4232, 36.4318, 
36.455499)))"
165,Sumner,36.4718084,-86.4996546,"list(list(c(-86.693292, -86.5620676518653, -86.551292, -86.507771, -86.4114961989664, -86.205565269856, -86.216525, -86.228434, -86.268788, -86.283256, -86.298452, -86.451721, -86.521642, -86.552842, -86.594286, -86.639095, -86.754795, -86.693292, 36.407231, 36.6407466739073, 36.637985, 36.652445, 36.6482404228482, 36.6392468703288, 36.506975, 36.487472, 36.452897, 36.3475, 36.313634, 36.335629, 36.278099, 36.319066, 36.245105, 36.255105, 36.405496, 36.407231)))"
167,Tipton,35.5217179,-89.7379958,"list(list(c(-90.037615, -89.958498, -89.944754, -89.909797, -89.7952, -89.623458, -89.502118, -89.469862, -89.474171, -89.616176, -89.632776, -89.70248, -89.865515, -90.039777, -90.045306, -90.022064, -90.045805, -90.037615, 35.550329, 35.541703, 35.560308, 35.537914, 35.63529, 35.652316, 35.580621, 35.546566, 35.403039, 35.388662, 35.375824, 35.408584, 35.39077, 35.396531, 35.415435, 35.457375, 35.496533, 35.550329)))"
169,Trousdale,36.396385,-86.1548269,"list(list(c(-86.268788, -86.228434, -86.168261, -85.978893, -85.977143, -86.0809, -86.136803, -86.20656, -86.264436, -86.283256, -86.268788, 36.452897, 36.487472, 36.444293, 36.426073, 36.405076, 36.355367, 36.295859, 36.342659, 36.299718, 36.3475, 36.452897)))"
171,Unicoi,36.073032,-82.5185837,"list(list(c(-82.595525, -82.6057036107936, -82.595065, -82.527605, -82.420661, -82.34046, -82.284691, -82.2202530102866, -82.26569, -82.297655, -82.346857, -82.409458, -82.4169375946732, -82.464558, -82.5080076597225, -82.557874, -82.610885, -82.595525, 36.026012, 36.0371988635619, 36.096205, 36.148951, 36.163207, 36.252807, 36.251686, 36.1538200398431, 36.127614, 36.13351, 36.115209, 36.083409, 36.0729700107085, 36.006508, 35.9820132054415, 35.953901, 35.974442, 36.026012)))"
173,Union,36.3194272,-83.804868,"list(list(c(-84.004317, -83.981016, -83.954908, -83.921217, -83.905638, -83.805515, -83.73301, -83.667408, -83.714704, -83.732704, -83.905169, -83.941711, -83.998745, -84.004317, 36.270378, 36.284978, 36.387623, 36.387879, 36.419979, 36.435879, 36.34498, 36.344381, 36.173783, 36.164583, 36.160906, 36.186378, 36.25237, 36.270378)))"
175,Van Buren,35.6996916,-85.4788065,"list(list(c(-85.602876, -85.598389, -85.543209, -85.519775, -85.526581, -85.517326, -85.499398, -85.474213, -85.423179, -85.265064, -85.269359, -85.254062, -85.265387, -85.423804, -85.459856, -85.557535, -85.594632, -85.615146, -85.602876, 35.794996, 35.806304, 35.797325, 35.792077, 35.807283, 35.815815, 35.806515, 35.822656, 35.814691, 35.821973, 35.793388, 35.765611, 35.721237, 35.567422, 35.54685, 35.532977, 35.617898, 35.760531, 35.794996)))"
177,Warren,35.7115652,-85.80766,"list(list(c(-85.997426, -85.885156, -85.868174, -85.682095, -85.663609, -85.602876, -85.615146, -85.594632, -85.557535, -85.607326, -85.820334, -85.876962, -85.948192, -85.985062, -85.997426, 35.711955, 35.839658, 35.84636, 35.831254, 35.819589, 35.794996, 35.760531, 35.617898, 35.532977, 35.531651, 35.504573, 35.524095, 35.573422, 35.660108, 35.711955)))"
179,Washington,36.3321016,-82.5185837,"list(list(c(-82.680677, -82.601474, -82.421572, -82.299859, -82.299968, -82.34046, -82.420661, -82.527605, -82.595065, -82.647769, -82.631794, -82.702566, -82.680677, 36.4318, 36.4232, 36.447254, 36.396505, 36.37114, 36.252807, 36.163207, 36.148951, 36.096205, 36.146404, 36.418769, 36.410412, 36.4318)))"
181,Wayne,35.282369,-87.7763333,"list(list(c(-88.024741, -87.97366, -88.007709, -87.988894, -87.717559, -87.645896, -87.575352, -87.57275, -87.6060978676533, -87.625025, -87.851886, -87.9849160436989, -87.981585, -88.024741, 35.392307, 35.404958, 35.423381, 35.453666, 35.483347, 35.472745, 35.398454, 35.049051, 35.0035195262043, 35.003732, 35.005656, 35.0059101243258, 35.295678, 35.392307)))"
183,Weakley,36.3428865,-88.7108964,"list(list(c(-88.949115, -88.81642, -88.8271780363405, -88.8167641573481, -88.5163580599794, -88.530322, -88.532233, -88.655488, -88.692709, -88.863298, -88.959839, -88.949115, 36.410461, 36.410732, 36.5019683222569, 36.5019514318132, 36.5014641981633, 36.152023, 36.115416, 36.117338, 36.062746, 36.137639, 36.222834, 36.410461)))"
185,White,35.9189882,-85.520024,"list(list(c(-85.682095, -85.632449, -85.662917, -85.644604, -85.507677, -85.309363, -85.264206, -85.242698, -85.248435, -85.269359, -85.265064, -85.423179, -85.474213, -85.499398, -85.517326, -85.526581, -85.519775, -85.543209, -85.598389, -85.602876, -85.663609, -85.682095, 35.831254, 35.847385, 35.971501, 36.015053, 36.082012, 36.031592, 35.979154, 35.91304, 35.798748, 35.793388, 35.821973, 35.814691, 35.822656, 35.806515, 35.815815, 35.807283, 35.792077, 35.797325, 35.806304, 35.794996, 35.819589, 
35.831254)))"
187,Williamson,35.9179271,-86.8621827,"list(list(c(-87.201426, -87.204242, -87.190826, -87.182573, -87.085365, -87.053722, -87.039223, -86.928861, -86.790875, -86.618892, -86.613328, -86.686193, -86.751651, -86.782016, -86.935719, -86.962471, -87.003959, -87.035681, -87.215099, -87.201426, 35.940579, 35.959186, 35.975884, 36.049726, 36.043805, 36.045582, 35.989286, 36.052942, 36.036715, 35.968224, 35.790331, 35.710051, 35.696447, 35.706595, 35.760659, 35.782883, 35.779028, 35.796213, 35.850651, 35.940579)))"
189,Wilson,36.1626241,-86.2970998,"list(list(c(-86.594286, -86.552842, -86.521642, -86.451721, -86.298452, -86.283256, -86.264436, -86.20656, -86.136803, -86.115607, -86.059706, -86.063413, -86.014849, -86.090502, -86.153214, -86.251731, -86.515589, -86.556865, -86.594286, 36.245105, 36.319066, 36.278099, 36.335629, 36.313634, 36.3475, 36.299718, 36.342659, 36.295859, 36.268886, 36.086024, 36.070052, 35.96106, 35.974451, 35.954399, 35.961141, 36.10061, 36.13496, 36.245105)))"
