cnty_cd,county,lat,long,geometry,year,population,pct_pop_change,avg_commute_mins,pct_comm_change,traffic_growth_rate
025,Claiborne,36.4830423,-83.634843,"list(c(-83.9876109506828, -83.9307607839439, -83.894421, -83.690714, -83.675413, -83.4720935738096, -83.398303, -83.369401, -83.3868, -83.532504, -83.658007, -83.667408, -83.73301, -83.805515, -83.905638, -83.922618, -83.943139, -83.95696, -83.984634, -83.9876109506828, 36.5895922860725, 36.5876942581124, 36.586481, 36.582581, 36.600814, 36.5994757320593, 36.534885, 36.459186, 36.413186, 36.353385, 36.331982, 36.344381, 36.34498, 36.435879, 36.419979, 36.427779, 36.473564, 36.501555, 36.560482, 36.5895922860725
))",2014-01-01,31571,-0.17706390109716308,NA,NA,0.8065560478183877
025,Claiborne,36.4830423,-83.634843,"list(c(-83.9876109506828, -83.9307607839439, -83.894421, -83.690714, -83.675413, -83.4720935738096, -83.398303, -83.369401, -83.3868, -83.532504, -83.658007, -83.667408, -83.73301, -83.805515, -83.905638, -83.922618, -83.943139, -83.95696, -83.984634, -83.9876109506828, 36.5895922860725, 36.5876942581124, 36.586481, 36.582581, 36.600814, 36.5994757320593, 36.534885, 36.459186, 36.413186, 36.353385, 36.331982, 36.344381, 36.34498, 36.435879, 36.419979, 36.427779, 36.473564, 36.501555, 36.560482, 36.5895922860725
))",2013-01-01,31627,-0.4281711425243251,NA,NA,1.023758447410342
025,Claiborne,36.4830423,-83.634843,"list(c(-83.9876109506828, -83.9307607839439, -83.894421, -83.690714, -83.675413, -83.4720935738096, -83.398303, -83.369401, -83.3868, -83.532504, -83.658007, -83.667408, -83.73301, -83.805515, -83.905638, -83.922618, -83.943139, -83.95696, -83.984634, -83.9876109506828, 36.5895922860725, 36.5876942581124, 36.586481, 36.582581, 36.600814, 36.5994757320593, 36.534885, 36.459186, 36.413186, 36.353385, 36.331982, 36.344381, 36.34498, 36.435879, 36.419979, 36.427779, 36.473564, 36.501555, 36.560482, 36.5895922860725
))",2012-01-01,31763,-1.0683361365476873,NA,NA,-1.8336111948125442
025,Claiborne,36.4830423,-83.634843,"list(c(-83.9876109506828, -83.9307607839439, -83.894421, -83.690714, -83.675413, -83.4720935738096, -83.398303, -83.369401, -83.3868, -83.532504, -83.658007, -83.667408, -83.73301, -83.805515, -83.905638, -83.922618, -83.943139, -83.95696, -83.984634, -83.9876109506828, 36.5895922860725, 36.5876942581124, 36.586481, 36.582581, 36.600814, 36.5994757320593, 36.534885, 36.459186, 36.413186, 36.353385, 36.331982, 36.344381, 36.34498, 36.435879, 36.419979, 36.427779, 36.473564, 36.501555, 36.560482, 36.5895922860725
))",2011-01-01,32106,-0.33835169951885735,NA,NA,-6.1636265110557185
025,Claiborne,36.4830423,-83.634843,"list(c(-83.9876109506828, -83.9307607839439, -83.894421, -83.690714, -83.675413, -83.4720935738096, -83.398303, -83.369401, -83.3868, -83.532504, -83.658007, -83.667408, -83.73301, -83.805515, -83.905638, -83.922618, -83.943139, -83.95696, -83.984634, -83.9876109506828, 36.5895922860725, 36.5876942581124, 36.586481, 36.582581, 36.600814, 36.5994757320593, 36.534885, 36.459186, 36.413186, 36.353385, 36.331982, 36.344381, 36.34498, 36.435879, 36.419979, 36.427779, 36.473564, 36.501555, 36.560482, 36.5895922860725
))",2010-01-01,32215,NA,NA,NA,1.8099876540997286
027,Clay,36.5701766,-85.56121,"list(c(-85.797033, -85.7885565436139, -85.731862, -85.488353, -85.4364042728859, -85.2958124857275, -85.290627, -85.2762879474994, -85.267057, -85.284878, -85.446372, -85.495422, -85.57596, -85.704075, -85.813885, -85.797033, 36.610272, 36.6217118590347, 36.620429, 36.614994, 36.618003845027, 36.6261495593675, 36.62645, 36.6261575408034, 36.573238, 36.531293, 36.49797, 36.403074, 36.471617, 36.522395, 36.499473, 36.610272))",2018-01-01,7677,0.18269607203444949,NA,NA,4.061235881052413
027,Clay,36.5701766,-85.56121,"list(c(-85.797033, -85.7885565436139, -85.731862, -85.488353, -85.4364042728859, -85.2958124857275, -85.290627, -85.2762879474994, -85.267057, -85.284878, -85.446372, -85.495422, -85.57596, -85.704075, -85.813885, -85.797033, 36.610272, 36.6217118590347, 36.620429, 36.614994, 36.618003845027, 36.6261495593675, 36.62645, 36.6261575408034, 36.573238, 36.531293, 36.49797, 36.403074, 36.471617, 36.522395, 36.499473, 36.610272))",2017-01-01,7663,0.1175855761693212,NA,NA,7.748929361908216
027,Clay,36.5701766,-85.56121,"list(c(-85.797033, -85.7885565436139, -85.731862, -85.488353, -85.4364042728859, -85.2958124857275, -85.290627, -85.2762879474994, -85.267057, -85.284878, -85.446372, -85.495422, -85.57596, -85.704075, -85.813885, -85.797033, 36.610272, 36.6217118590347, 36.620429, 36.614994, 36.618003845027, 36.6261495593675, 36.62645, 36.6261575408034, 36.573238, 36.531293, 36.49797, 36.403074, 36.471617, 36.522395, 36.499473, 36.610272))",2016-01-01,7654,-0.1174474748792953,NA,NA,3.083073114709614
027,Clay,36.5701766,-85.56121,"list(c(-85.797033, -85.7885565436139, -85.731862, -85.488353, -85.4364042728859, -85.2958124857275, -85.290627, -85.2762879474994, -85.267057, -85.284878, -85.446372, -85.495422, -85.57596, -85.704075, -85.813885, -85.797033, 36.610272, 36.6217118590347, 36.620429, 36.614994, 36.618003845027, 36.6261495593675, 36.62645, 36.6261575408034, 36.573238, 36.531293, 36.49797, 36.403074, 36.471617, 36.522395, 36.499473, 36.610272))",2015-01-01,7663,0.5643044619422666,NA,NA,3.9625551412051663
027,Clay,36.5701766,-85.56121,"list(c(-85.797033, -85.7885565436139, -85.731862, -85.488353, -85.4364042728859, -85.2958124857275, -85.290627, -85.2762879474994, -85.267057, -85.284878, -85.446372, -85.495422, -85.57596, -85.704075, -85.813885, -85.797033, 36.610272, 36.6217118590347, 36.620429, 36.614994, 36.618003845027, 36.6261495593675, 36.62645, 36.6261575408034, 36.573238, 36.531293, 36.49797, 36.403074, 36.471617, 36.522395, 36.499473, 36.610272))",2014-01-01,7620,-0.8844953173777315,NA,NA,-4.059868334104327
027,Clay,36.5701766,-85.56121,"list(c(-85.797033, -85.7885565436139, -85.731862, -85.488353, -85.4364042728859, -85.2958124857275, -85.290627, -85.2762879474994, -85.267057, -85.284878, -85.446372, -85.495422, -85.57596, -85.704075, -85.813885, -85.797033, 36.610272, 36.6217118590347, 36.620429, 36.614994, 36.618003845027, 36.6261495593675, 36.62645, 36.6261575408034, 36.573238, 36.531293, 36.49797, 36.403074, 36.471617, 36.522395, 36.499473, 36.610272))",2013-01-01,7688,-0.18177096857958652,NA,NA,-3.263714126463706
027,Clay,36.5701766,-85.56121,"list(c(-85.797033, -85.7885565436139, -85.731862, -85.488353, -85.4364042728859, -85.2958124857275, -85.290627, -85.2762879474994, -85.267057, -85.284878, -85.446372, -85.495422, -85.57596, -85.704075, -85.813885, -85.797033, 36.610272, 36.6217118590347, 36.620429, 36.614994, 36.618003845027, 36.6261495593675, 36.62645, 36.6261575408034, 36.573238, 36.531293, 36.49797, 36.403074, 36.471617, 36.522395, 36.499473, 36.610272))",2012-01-01,7702,-0.503810877147659,NA,NA,-2.155930336196176
027,Clay,36.5701766,-85.56121,"list(c(-85.797033, -85.7885565436139, -85.731862, -85.488353, -85.4364042728859, -85.2958124857275, -85.290627, -85.2762879474994, -85.267057, -85.284878, -85.446372, -85.495422, -85.57596, -85.704075, -85.813885, -85.797033, 36.610272, 36.6217118590347, 36.620429, 36.614994, 36.618003845027, 36.6261495593675, 36.62645, 36.6261575408034, 36.573238, 36.531293, 36.49797, 36.403074, 36.471617, 36.522395, 36.499473, 36.610272))",2011-01-01,7741,-1.313105558388572,NA,NA,-6.780739605326797
027,Clay,36.5701766,-85.56121,"list(c(-85.797033, -85.7885565436139, -85.731862, -85.488353, -85.4364042728859, -85.2958124857275, -85.290627, -85.2762879474994, -85.267057, -85.284878, -85.446372, -85.495422, -85.57596, -85.704075, -85.813885, -85.797033, 36.610272, 36.6217118590347, 36.620429, 36.614994, 36.618003845027, 36.6261495593675, 36.62645, 36.6261575408034, 36.573238, 36.531293, 36.49797, 36.403074, 36.471617, 36.522395, 36.499473, 36.610272))",2010-01-01,7844,NA,NA,NA,7.7349263512252495
029,Cocke,35.9359517,-83.1220074,"list(c(-83.296531, -83.276677, -83.258684, -83.234585, -83.245787, -83.175098, -83.187386, -83.166085, -83.172485, -83.102761, -82.8937514184314, -82.910608, -82.899718, -82.937437, -82.9666497428986, -82.978414, -83.04853, -83.097193, -83.161537, -83.198267, -83.255351, -83.2561415523036, -83.261806, -83.310782, -83.296531, 35.90452, 36.007652, 36.000995, 36.085094, 36.124194, 36.127357, 36.174995, 36.180894, 36.157095, 36.120909, 35.9338572697089, 35.92693, 35.874602, 35.82732, 35.795445979574, 
35.78261, 35.787706, 35.776067, 35.763363, 35.725494, 35.71623, 35.7151240626578, 35.825024, 35.895846, 35.90452))",2018-01-01,35858,0.928844854762434,NA,NA,7.143786790492801
029,Cocke,35.9359517,-83.1220074,"list(c(-83.296531, -83.276677, -83.258684, -83.234585, -83.245787, -83.175098, -83.187386, -83.166085, -83.172485, -83.102761, -82.8937514184314, -82.910608, -82.899718, -82.937437, -82.9666497428986, -82.978414, -83.04853, -83.097193, -83.161537, -83.198267, -83.255351, -83.2561415523036, -83.261806, -83.310782, -83.296531, 35.90452, 36.007652, 36.000995, 36.085094, 36.124194, 36.127357, 36.174995, 36.180894, 36.157095, 36.120909, 35.9338572697089, 35.92693, 35.874602, 35.82732, 35.795445979574, 
35.78261, 35.787706, 35.776067, 35.763363, 35.725494, 35.71623, 35.7151240626578, 35.825024, 35.895846, 35.90452))",2017-01-01,35528,0.8344212976102661,NA,NA,3.7506671795663915
029,Cocke,35.9359517,-83.1220074,"list(c(-83.296531, -83.276677, -83.258684, -83.234585, -83.245787, -83.175098, -83.187386, -83.166085, -83.172485, -83.102761, -82.8937514184314, -82.910608, -82.899718, -82.937437, -82.9666497428986, -82.978414, -83.04853, -83.097193, -83.161537, -83.198267, -83.255351, -83.2561415523036, -83.261806, -83.310782, -83.296531, 35.90452, 36.007652, 36.000995, 36.085094, 36.124194, 36.127357, 36.174995, 36.180894, 36.157095, 36.120909, 35.9338572697089, 35.92693, 35.874602, 35.82732, 35.795445979574, 
35.78261, 35.787706, 35.776067, 35.763363, 35.725494, 35.71623, 35.7151240626578, 35.825024, 35.895846, 35.90452))",2016-01-01,35234,0.2732084922306255,NA,NA,2.113648935184337
029,Cocke,35.9359517,-83.1220074,"list(c(-83.296531, -83.276677, -83.258684, -83.234585, -83.245787, -83.175098, -83.187386, -83.166085, -83.172485, -83.102761, -82.8937514184314, -82.910608, -82.899718, -82.937437, -82.9666497428986, -82.978414, -83.04853, -83.097193, -83.161537, -83.198267, -83.255351, -83.2561415523036, -83.261806, -83.310782, -83.296531, 35.90452, 36.007652, 36.000995, 36.085094, 36.124194, 36.127357, 36.174995, 36.180894, 36.157095, 36.120909, 35.9338572697089, 35.92693, 35.874602, 35.82732, 35.795445979574, 
35.78261, 35.787706, 35.776067, 35.763363, 35.725494, 35.71623, 35.7151240626578, 35.825024, 35.895846, 35.90452))",2015-01-01,35138,-0.3629558214711004,NA,NA,0.3420322957819181
029,Cocke,35.9359517,-83.1220074,"list(c(-83.296531, -83.276677, -83.258684, -83.234585, -83.245787, -83.175098, -83.187386, -83.166085, -83.172485, -83.102761, -82.8937514184314, -82.910608, -82.899718, -82.937437, -82.9666497428986, -82.978414, -83.04853, -83.097193, -83.161537, -83.198267, -83.255351, -83.2561415523036, -83.261806, -83.310782, -83.296531, 35.90452, 36.007652, 36.000995, 36.085094, 36.124194, 36.127357, 36.174995, 36.180894, 36.157095, 36.120909, 35.9338572697089, 35.92693, 35.874602, 35.82732, 35.795445979574, 
35.78261, 35.787706, 35.776067, 35.763363, 35.725494, 35.71623, 35.7151240626578, 35.825024, 35.895846, 35.90452))",2014-01-01,35266,-0.37853107344633097,NA,NA,1.3064092432878873
029,Cocke,35.9359517,-83.1220074,"list(c(-83.296531, -83.276677, -83.258684, -83.234585, -83.245787, -83.175098, -83.187386, -83.166085, -83.172485, -83.102761, -82.8937514184314, -82.910608, -82.899718, -82.937437, -82.9666497428986, -82.978414, -83.04853, -83.097193, -83.161537, -83.198267, -83.255351, -83.2561415523036, -83.261806, -83.310782, -83.296531, 35.90452, 36.007652, 36.000995, 36.085094, 36.124194, 36.127357, 36.174995, 36.180894, 36.157095, 36.120909, 35.9338572697089, 35.92693, 35.874602, 35.82732, 35.795445979574, 
35.78261, 35.787706, 35.776067, 35.763363, 35.725494, 35.71623, 35.7151240626578, 35.825024, 35.895846, 35.90452))",2013-01-01,35400,-0.3658879819870564,NA,NA,-1.0878716022418768
029,Cocke,35.9359517,-83.1220074,"list(c(-83.296531, -83.276677, -83.258684, -83.234585, -83.245787, -83.175098, -83.187386, -83.166085, -83.172485, -83.102761, -82.8937514184314, -82.910608, -82.899718, -82.937437, -82.9666497428986, -82.978414, -83.04853, -83.097193, -83.161537, -83.198267, -83.255351, -83.2561415523036, -83.261806, -83.310782, -83.296531, 35.90452, 36.007652, 36.000995, 36.085094, 36.124194, 36.127357, 36.174995, 36.180894, 36.157095, 36.120909, 35.9338572697089, 35.92693, 35.874602, 35.82732, 35.795445979574, 
35.78261, 35.787706, 35.776067, 35.763363, 35.725494, 35.71623, 35.7151240626578, 35.825024, 35.895846, 35.90452))",2012-01-01,35530,0.27658613682546296,NA,NA,-0.009236946777582106
029,Cocke,35.9359517,-83.1220074,"list(c(-83.296531, -83.276677, -83.258684, -83.234585, -83.245787, -83.175098, -83.187386, -83.166085, -83.172485, -83.102761, -82.8937514184314, -82.910608, -82.899718, -82.937437, -82.9666497428986, -82.978414, -83.04853, -83.097193, -83.161537, -83.198267, -83.255351, -83.2561415523036, -83.261806, -83.310782, -83.296531, 35.90452, 36.007652, 36.000995, 36.085094, 36.124194, 36.127357, 36.174995, 36.180894, 36.157095, 36.120909, 35.9338572697089, 35.92693, 35.874602, 35.82732, 35.795445979574, 
35.78261, 35.787706, 35.776067, 35.763363, 35.725494, 35.71623, 35.7151240626578, 35.825024, 35.895846, 35.90452))",2011-01-01,35432,-0.5836139169472454,NA,NA,-0.7873698056063027
029,Cocke,35.9359517,-83.1220074,"list(c(-83.296531, -83.276677, -83.258684, -83.234585, -83.245787, -83.175098, -83.187386, -83.166085, -83.172485, -83.102761, -82.8937514184314, -82.910608, -82.899718, -82.937437, -82.9666497428986, -82.978414, -83.04853, -83.097193, -83.161537, -83.198267, -83.255351, -83.2561415523036, -83.261806, -83.310782, -83.296531, 35.90452, 36.007652, 36.000995, 36.085094, 36.124194, 36.127357, 36.174995, 36.180894, 36.157095, 36.120909, 35.9338572697089, 35.92693, 35.874602, 35.82732, 35.795445979574, 
35.78261, 35.787706, 35.776067, 35.763363, 35.725494, 35.71623, 35.7151240626578, 35.825024, 35.895846, 35.90452))",2010-01-01,35640,NA,NA,NA,0.23040607482115869
031,Coffee,35.4576849,-86.0529604,"list(c(-86.279905, -86.25759, -86.234575, -86.245165, -86.245406, -86.207147, -86.08889, -85.985062, -85.948192, -85.876962, -85.869712, -85.913593, -86.02704, -86.158018, -86.261489, -86.279905, 35.387452, 35.412476, 35.45276, 35.631913, 35.688899, 35.70379, 35.646823, 35.660108, 35.573422, 35.524095, 35.380362, 35.289189, 35.343837, 35.362607, 35.333579, 35.387452))",2018-01-01,55877,1.564999272938783,NA,NA,3.2893980254129684
031,Coffee,35.4576849,-86.0529604,"list(c(-86.279905, -86.25759, -86.234575, -86.245165, -86.245406, -86.207147, -86.08889, -85.985062, -85.948192, -85.876962, -85.869712, -85.913593, -86.02704, -86.158018, -86.261489, -86.279905, 35.387452, 35.412476, 35.45276, 35.631913, 35.688899, 35.70379, 35.646823, 35.660108, 35.573422, 35.524095, 35.380362, 35.289189, 35.343837, 35.362607, 35.333579, 35.387452))",2017-01-01,55016,0.8783028036012164,NA,NA,3.2884679589290977
031,Coffee,35.4576849,-86.0529604,"list(c(-86.279905, -86.25759, -86.234575, -86.245165, -86.245406, -86.207147, -86.08889, -85.985062, -85.948192, -85.876962, -85.869712, -85.913593, -86.02704, -86.158018, -86.261489, -86.279905, 35.387452, 35.412476, 35.45276, 35.631913, 35.688899, 35.70379, 35.646823, 35.660108, 35.573422, 35.524095, 35.380362, 35.289189, 35.343837, 35.362607, 35.333579, 35.387452))",2016-01-01,54537,0.8208086073983711,NA,NA,0.9472054081432655
031,Coffee,35.4576849,-86.0529604,"list(c(-86.279905, -86.25759, -86.234575, -86.245165, -86.245406, -86.207147, -86.08889, -85.985062, -85.948192, -85.876962, -85.869712, -85.913593, -86.02704, -86.158018, -86.261489, -86.279905, 35.387452, 35.412476, 35.45276, 35.631913, 35.688899, 35.70379, 35.646823, 35.660108, 35.573422, 35.524095, 35.380362, 35.289189, 35.343837, 35.362607, 35.333579, 35.387452))",2015-01-01,54093,1.063074508631634,NA,NA,3.5193096569111324
031,Coffee,35.4576849,-86.0529604,"list(c(-86.279905, -86.25759, -86.234575, -86.245165, -86.245406, -86.207147, -86.08889, -85.985062, -85.948192, -85.876962, -85.869712, -85.913593, -86.02704, -86.158018, -86.261489, -86.279905, 35.387452, 35.412476, 35.45276, 35.631913, 35.688899, 35.70379, 35.646823, 35.660108, 35.573422, 35.524095, 35.380362, 35.289189, 35.343837, 35.362607, 35.333579, 35.387452))",2014-01-01,53524,0.42403092048481916,NA,NA,0.6853115296025387
031,Coffee,35.4576849,-86.0529604,"list(c(-86.279905, -86.25759, -86.234575, -86.245165, -86.245406, -86.207147, -86.08889, -85.985062, -85.948192, -85.876962, -85.869712, -85.913593, -86.02704, -86.158018, -86.261489, -86.279905, 35.387452, 35.412476, 35.45276, 35.631913, 35.688899, 35.70379, 35.646823, 35.660108, 35.573422, 35.524095, 35.380362, 35.289189, 35.343837, 35.362607, 35.333579, 35.387452))",2013-01-01,53298,0.2841176359907438,NA,NA,0.6478048216536548
031,Coffee,35.4576849,-86.0529604,"list(c(-86.279905, -86.25759, -86.234575, -86.245165, -86.245406, -86.207147, -86.08889, -85.985062, -85.948192, -85.876962, -85.869712, -85.913593, -86.02704, -86.158018, -86.261489, -86.279905, 35.387452, 35.412476, 35.45276, 35.631913, 35.688899, 35.70379, 35.646823, 35.660108, 35.573422, 35.524095, 35.380362, 35.289189, 35.343837, 35.362607, 35.333579, 35.387452))",2012-01-01,53147,0.42894935752078034,NA,NA,4.348222352431157
031,Coffee,35.4576849,-86.0529604,"list(c(-86.279905, -86.25759, -86.234575, -86.245165, -86.245406, -86.207147, -86.08889, -85.985062, -85.948192, -85.876962, -85.869712, -85.913593, -86.02704, -86.158018, -86.261489, -86.279905, 35.387452, 35.412476, 35.45276, 35.631913, 35.688899, 35.70379, 35.646823, 35.660108, 35.573422, 35.524095, 35.380362, 35.289189, 35.343837, 35.362607, 35.333579, 35.387452))",2011-01-01,52920,0.2842524161455362,NA,NA,-3.1712221790968282
031,Coffee,35.4576849,-86.0529604,"list(c(-86.279905, -86.25759, -86.234575, -86.245165, -86.245406, -86.207147, -86.08889, -85.985062, -85.948192, -85.876962, -85.869712, -85.913593, -86.02704, -86.158018, -86.261489, -86.279905, 35.387452, 35.412476, 35.45276, 35.631913, 35.688899, 35.70379, 35.646823, 35.660108, 35.573422, 35.524095, 35.380362, 35.289189, 35.343837, 35.362607, 35.333579, 35.387452))",2010-01-01,52770,NA,NA,NA,-0.5134576667057387
033,Crockett,35.7812386,-89.132486599999993,"list(c(-89.339567, -89.342829, -89.280188, -89.188844, -89.135958, -89.109285, -88.916181, -89.021364, -89.069544, -89.338704, -89.356033, -89.339567, 35.862268, 35.880934, 35.886416, 35.99976, 35.967841, 35.862089, 35.797307, 35.670953, 35.692679, 35.789273, 35.817635, 35.862268))",2018-01-01,14296,-0.9697977279024661,NA,NA,10.462895798839165
033,Crockett,35.7812386,-89.132486599999993,"list(c(-89.339567, -89.342829, -89.280188, -89.188844, -89.135958, -89.109285, -88.916181, -89.021364, -89.069544, -89.338704, -89.356033, -89.339567, 35.862268, 35.880934, 35.886416, 35.99976, 35.967841, 35.862089, 35.797307, 35.670953, 35.692679, 35.789273, 35.817635, 35.862268))",2017-01-01,14436,-0.08305647840531893,NA,NA,1.331504452327213
033,Crockett,35.7812386,-89.132486599999993,"list(c(-89.339567, -89.342829, -89.280188, -89.188844, -89.135958, -89.109285, -88.916181, -89.021364, -89.069544, -89.338704, -89.356033, -89.339567, 35.862268, 35.880934, 35.886416, 35.99976, 35.967841, 35.862089, 35.797307, 35.670953, 35.692679, 35.789273, 35.817635, 35.862268))",2016-01-01,14448,-0.9461127108185918,NA,NA,2.1187661013360346
033,Crockett,35.7812386,-89.132486599999993,"list(c(-89.339567, -89.342829, -89.280188, -89.188844, -89.135958, -89.109285, -88.916181, -89.021364, -89.069544, -89.338704, -89.356033, -89.339567, 35.862268, 35.880934, 35.886416, 35.99976, 35.967841, 35.862089, 35.797307, 35.670953, 35.692679, 35.789273, 35.817635, 35.862268))",2015-01-01,14586,-0.45045045045044585,NA,NA,1.5925564845025035
033,Crockett,35.7812386,-89.132486599999993,"list(c(-89.339567, -89.342829, -89.280188, -89.188844, -89.135958, -89.109285, -88.916181, -89.021364, -89.069544, -89.338704, -89.356033, -89.339567, 35.862268, 35.880934, 35.886416, 35.99976, 35.967841, 35.862089, 35.797307, 35.670953, 35.692679, 35.789273, 35.817635, 35.862268))",2014-01-01,14652,0.2874743326488627,NA,NA,5.718504647430034
033,Crockett,35.7812386,-89.132486599999993,"list(c(-89.339567, -89.342829, -89.280188, -89.188844, -89.135958, -89.109285, -88.916181, -89.021364, -89.069544, -89.338704, -89.356033, -89.339567, 35.862268, 35.880934, 35.886416, 35.99976, 35.967841, 35.862089, 35.797307, 35.670953, 35.692679, 35.789273, 35.817635, 35.862268))",2013-01-01,14610,0,NA,NA,0.234783821466933
033,Crockett,35.7812386,-89.132486599999993,"list(c(-89.339567, -89.342829, -89.280188, -89.188844, -89.135958, -89.109285, -88.916181, -89.021364, -89.069544, -89.338704, -89.356033, -89.339567, 35.862268, 35.880934, 35.886416, 35.99976, 35.967841, 35.862089, 35.797307, 35.670953, 35.692679, 35.789273, 35.817635, 35.862268))",2012-01-01,14610,0.3434065934065922,NA,NA,1.0263596834440687
033,Crockett,35.7812386,-89.132486599999993,"list(c(-89.339567, -89.342829, -89.280188, -89.188844, -89.135958, -89.109285, -88.916181, -89.021364, -89.069544, -89.338704, -89.356033, -89.339567, 35.862268, 35.880934, 35.886416, 35.99976, 35.967841, 35.862089, 35.797307, 35.670953, 35.692679, 35.789273, 35.817635, 35.862268))",2011-01-01,14560,-0.19193857965451588,NA,NA,0.2654360816687788
033,Crockett,35.7812386,-89.132486599999993,"list(c(-89.339567, -89.342829, -89.280188, -89.188844, -89.135958, -89.109285, -88.916181, -89.021364, -89.069544, -89.338704, -89.356033, -89.339567, 35.862268, 35.880934, 35.886416, 35.99976, 35.967841, 35.862089, 35.797307, 35.670953, 35.692679, 35.789273, 35.817635, 35.862268))",2010-01-01,14588,NA,NA,NA,-0.12967223459477567
035,Cumberland,35.8994729,-85.023346,"list(c(-85.269359, -85.248435, -85.242698, -85.264206, -85.246362, -85.15275, -85.100213, -85.029461, -84.907753, -84.80546, -84.720727, -84.680633, -84.729634, -84.781901, -84.80163, -84.916062, -84.928536, -85.254062, -85.269359, 35.793388, 35.798748, 35.91304, 35.979154, 36.100698, 36.099544, 36.138561, 36.170433, 36.156293, 36.090501, 35.994914, 35.908454, 35.858382, 35.825, 35.823066, 35.761939, 35.768549, 35.765611, 35.793388))",2018-01-01,59738,1.2113921691544016,NA,NA,-0.8944331894611635
035,Cumberland,35.8994729,-85.023346,"list(c(-85.269359, -85.248435, -85.242698, -85.264206, -85.246362, -85.15275, -85.100213, -85.029461, -84.907753, -84.80546, -84.720727, -84.680633, -84.729634, -84.781901, -84.80163, -84.916062, -84.928536, -85.254062, -85.269359, 35.793388, 35.798748, 35.91304, 35.979154, 36.100698, 36.099544, 36.138561, 36.170433, 36.156293, 36.090501, 35.994914, 35.908454, 35.858382, 35.825, 35.823066, 35.761939, 35.768549, 35.765611, 35.793388))",2017-01-01,59023,0.75623079549334,NA,NA,3.598174998549015
035,Cumberland,35.8994729,-85.023346,"list(c(-85.269359, -85.248435, -85.242698, -85.264206, -85.246362, -85.15275, -85.100213, -85.029461, -84.907753, -84.80546, -84.720727, -84.680633, -84.729634, -84.781901, -84.80163, -84.916062, -84.928536, -85.254062, -85.269359, 35.793388, 35.798748, 35.91304, 35.979154, 36.100698, 36.099544, 36.138561, 36.170433, 36.156293, 36.090501, 35.994914, 35.908454, 35.858382, 35.825, 35.823066, 35.761939, 35.768549, 35.765611, 35.793388))",2016-01-01,58580,0.6235292096810285,NA,NA,4.635060391918757
035,Cumberland,35.8994729,-85.023346,"list(c(-85.269359, -85.248435, -85.242698, -85.264206, -85.246362, -85.15275, -85.100213, -85.029461, -84.907753, -84.80546, -84.720727, -84.680633, -84.729634, -84.781901, -84.80163, -84.916062, -84.928536, -85.254062, -85.269359, 35.793388, 35.798748, 35.91304, 35.979154, 36.100698, 36.099544, 36.138561, 36.170433, 36.156293, 36.090501, 35.994914, 35.908454, 35.858382, 35.825, 35.823066, 35.761939, 35.768549, 35.765611, 35.793388))",2015-01-01,58217,0.5058352323734638,NA,NA,2.0029453051732036
035,Cumberland,35.8994729,-85.023346,"list(c(-85.269359, -85.248435, -85.242698, -85.264206, -85.246362, -85.15275, -85.100213, -85.029461, -84.907753, -84.80546, -84.720727, -84.680633, -84.729634, -84.781901, -84.80163, -84.916062, -84.928536, -85.254062, -85.269359, 35.793388, 35.798748, 35.91304, 35.979154, 36.100698, 36.099544, 36.138561, 36.170433, 36.156293, 36.090501, 35.994914, 35.908454, 35.858382, 35.825, 35.823066, 35.761939, 35.768549, 35.765611, 35.793388))",2014-01-01,57924,0.846129739893442,NA,NA,-4.031058827575716
035,Cumberland,35.8994729,-85.023346,"list(c(-85.269359, -85.248435, -85.242698, -85.264206, -85.246362, -85.15275, -85.100213, -85.029461, -84.907753, -84.80546, -84.720727, -84.680633, -84.729634, -84.781901, -84.80163, -84.916062, -84.928536, -85.254062, -85.269359, 35.793388, 35.798748, 35.91304, 35.979154, 36.100698, 36.099544, 36.138561, 36.170433, 36.156293, 36.090501, 35.994914, 35.908454, 35.858382, 35.825, 35.823066, 35.761939, 35.768549, 35.765611, 35.793388))",2013-01-01,57438,0.7861028250570223,NA,NA,2.0527156358473038
035,Cumberland,35.8994729,-85.023346,"list(c(-85.269359, -85.248435, -85.242698, -85.264206, -85.246362, -85.15275, -85.100213, -85.029461, -84.907753, -84.80546, -84.720727, -84.680633, -84.729634, -84.781901, -84.80163, -84.916062, -84.928536, -85.254062, -85.269359, 35.793388, 35.798748, 35.91304, 35.979154, 36.100698, 36.099544, 36.138561, 36.170433, 36.156293, 36.090501, 35.994914, 35.908454, 35.858382, 35.825, 35.823066, 35.761939, 35.768549, 35.765611, 35.793388))",2012-01-01,56990,0.819077608930252,NA,NA,-0.5485258134378349
035,Cumberland,35.8994729,-85.023346,"list(c(-85.269359, -85.248435, -85.242698, -85.264206, -85.246362, -85.15275, -85.100213, -85.029461, -84.907753, -84.80546, -84.720727, -84.680633, -84.729634, -84.781901, -84.80163, -84.916062, -84.928536, -85.254062, -85.269359, 35.793388, 35.798748, 35.91304, 35.979154, 36.100698, 36.099544, 36.138561, 36.170433, 36.156293, 36.090501, 35.994914, 35.908454, 35.858382, 35.825, 35.823066, 35.761939, 35.768549, 35.765611, 35.793388))",2011-01-01,56527,0.5943800829284696,NA,NA,0.5923443422968507
