county,year,population,pct_pop_change,avg_commute_mins,pct_comm_change,traffic_growth_rate
Carroll,2013,28606,-0.21278822339274583,NA,NA,-2.8004113950511575
Carroll,2012,28667,0.42035940729323595,NA,NA,2.14754842552829
Carroll,2011,28547,0.32684332607015865,NA,NA,-0.8120716435921329
Carroll,2010,28454,NA,NA,NA,1.8608937174442297
Carter,2018,56417,-0.16457264201026334,NA,NA,-0.45364988249522137
Carter,2017,56510,0.06551803516725574,NA,NA,2.0134023266659793
Carter,2016,56473,0.1738359201773898,NA,NA,1.0318027287710614
Carter,2015,56375,0.08877052818463405,NA,NA,4.595336956582646
Carter,2014,56325,-1.1460563726350514,NA,NA,-1.537061825161114
Carter,2013,56978,-0.6434512703367257,NA,NA,1.2736100876707785
Carter,2012,57347,-0.06621939531236132,NA,NA,-0.49393338826895544
Carter,2011,57385,0.07498866450419417,NA,NA,-0.8355575317189495
Carter,2010,57342,NA,NA,NA,-1.3586927377596691
Cheatham,2018,40502,0.33691720755091303,NA,NA,4.637783372094319
Cheatham,2017,40366,1.4858579509742231,NA,NA,3.7487527334573714
Cheatham,2016,39775,0.45967721566944064,NA,NA,1.928606350167154
Cheatham,2015,39593,-0.042918454935625405,NA,NA,2.06580168274311
Cheatham,2014,39610,0.686324351804779,NA,NA,4.626286322231745
Cheatham,2013,39340,0.27784150289311693,NA,NA,-0.06432094697641165
Cheatham,2012,39231,0.6284307187195415,NA,NA,-1.09539430647063
Cheatham,2011,38986,-0.3705502031637331,NA,NA,4.024229520616674
Cheatham,2010,39131,NA,NA,NA,-1.3186124495030216
Chester,2018,17245,0.5304885157980666,NA,NA,-1.2597767926461063
Chester,2017,17154,0.14010507880910517,NA,NA,5.513966410988218
Chester,2016,17130,0.04088068679553025,NA,NA,0.2883169973103684
Chester,2015,17123,-0.075863678804855,NA,NA,8.712520510970194
Chester,2014,17136,0.11684973124561626,NA,NA,-3.2769037179409373
Chester,2013,17116,0.23424689622861816,NA,NA,0.305816296365367
Chester,2012,17076,-0.43148688046646955,NA,NA,-2.2952687007641646
Chester,2011,17150,-0.2559032220542101,NA,NA,-0.7945672314795427
Chester,2010,17194,NA,NA,NA,-0.8419709800357209
Claiborne,2018,31850,0.5969489277028561,NA,NA,-1.9702478038110245
Claiborne,2017,31661,0.08535120440031907,NA,NA,2.8546829959049096
Claiborne,2016,31634,0.2503565203612723,NA,NA,3.4378910674686933
Claiborne,2015,31555,-0.05067942098762046,NA,NA,6.842742933324469
Claiborne,2014,31571,-0.17706390109716308,NA,NA,0.8065560478183877
Claiborne,2013,31627,-0.4281711425243251,NA,NA,1.023758447410342
Claiborne,2012,31763,-1.0683361365476873,NA,NA,-1.8336111948125442
Claiborne,2011,32106,-0.33835169951885735,NA,NA,-6.1636265110557185
Claiborne,2010,32215,NA,NA,NA,1.8099876540997286
Clay,2018,7677,0.18269607203444949,NA,NA,4.061235881052413
Clay,2017,7663,0.1175855761693212,NA,NA,7.748929361908216
Clay,2016,7654,-0.1174474748792953,NA,NA,3.083073114709614
Clay,2015,7663,0.5643044619422666,NA,NA,3.9625551412051663
Clay,2014,7620,-0.8844953173777315,NA,NA,-4.059868334104327
Clay,2013,7688,-0.18177096857958652,NA,NA,-3.263714126463706
Clay,2012,7702,-0.503810877147659,NA,NA,-2.155930336196176
Clay,2011,7741,-1.313105558388572,NA,NA,-6.780739605326797
Clay,2010,7844,NA,NA,NA,7.7349263512252495
Cocke,2018,35858,0.928844854762434,NA,NA,7.143786790492801
Cocke,2017,35528,0.8344212976102661,NA,NA,3.7506671795663915
Cocke,2016,35234,0.2732084922306255,NA,NA,2.113648935184337
Cocke,2015,35138,-0.3629558214711004,NA,NA,0.3420322957819181
Cocke,2014,35266,-0.37853107344633097,NA,NA,1.3064092432878873
Cocke,2013,35400,-0.3658879819870564,NA,NA,-1.0878716022418768
Cocke,2012,35530,0.27658613682546296,NA,NA,-0.009236946777582106
Cocke,2011,35432,-0.5836139169472454,NA,NA,-0.7873698056063027
Cocke,2010,35640,NA,NA,NA,0.23040607482115869
Coffee,2018,55877,1.564999272938783,NA,NA,3.2893980254129684
Coffee,2017,55016,0.8783028036012164,NA,NA,3.2884679589290977
Coffee,2016,54537,0.8208086073983711,NA,NA,0.9472054081432655
Coffee,2015,54093,1.063074508631634,NA,NA,3.5193096569111324
Coffee,2014,53524,0.42403092048481916,NA,NA,0.6853115296025387
Coffee,2013,53298,0.2841176359907438,NA,NA,0.6478048216536548
Coffee,2012,53147,0.42894935752078034,NA,NA,4.348222352431157
Coffee,2011,52920,0.2842524161455362,NA,NA,-3.1712221790968282
Coffee,2010,52770,NA,NA,NA,-0.5134576667057387
Crockett,2018,14296,-0.9697977279024661,NA,NA,10.462895798839165
Crockett,2017,14436,-0.08305647840531893,NA,NA,1.331504452327213
Crockett,2016,14448,-0.9461127108185918,NA,NA,2.1187661013360346
Crockett,2015,14586,-0.45045045045044585,NA,NA,1.5925564845025035
Crockett,2014,14652,0.2874743326488627,NA,NA,5.718504647430034
Crockett,2013,14610,0,NA,NA,0.234783821466933
Crockett,2012,14610,0.3434065934065922,NA,NA,1.0263596834440687
Crockett,2011,14560,-0.19193857965451588,NA,NA,0.2654360816687788
Crockett,2010,14588,NA,NA,NA,-0.12967223459477567
Cumberland,2018,59738,1.2113921691544016,NA,NA,-0.8944331894611635
Cumberland,2017,59023,0.75623079549334,NA,NA,3.598174998549015
Cumberland,2016,58580,0.6235292096810285,NA,NA,4.635060391918757
Cumberland,2015,58217,0.5058352323734638,NA,NA,2.0029453051732036
Cumberland,2014,57924,0.846129739893442,NA,NA,-4.031058827575716
Cumberland,2013,57438,0.7861028250570223,NA,NA,2.0527156358473038
Cumberland,2012,56990,0.819077608930252,NA,NA,-0.5485258134378349
Cumberland,2011,56527,0.5943800829284696,NA,NA,0.5923443422968507
Cumberland,2010,56193,NA,NA,NA,1.8086204523518588
Davidson,2018,690516,0.48853322156880985,24.5,-1.2096774193548376,2.5704446234001277
Davidson,2017,687159,0.1939258911477948,24.8,-1.5873015873015817,4.1248235649114475
Davidson,2016,685829,0.8879173513113514,25.2,0.3984063745019917,1.9570242351550846
Davidson,2015,679793,1.5205843392656293,25.1,5.020920502092063,4.619311325969166
Davidson,2014,669611,1.4287034274037769,23.9,2.5751072961373245,1.4176757814694299
Davidson,2013,660179,1.6686070865365554,23.3,1.7467248908296984,1.565772769105177
Davidson,2012,649344,2.111278498171143,22.9,-2.1367521367521403,2.8156692358799753
Davidson,2011,635918,1.3018004097198554,23.4,2.183406113537112,2.2987288452752375
Davidson,2010,627746,NA,22.9,NA,-0.007954385758155645
Decatur,2018,11699,-0.2812819638595254,NA,NA,9.96228944914771
Decatur,2017,11732,-0.02556455048998707,NA,NA,3.7867456889558997
Decatur,2016,11735,1.163793103448274,NA,NA,-0.03257099754772249
Decatur,2015,11600,-0.7274283269148474,NA,NA,5.198058822636842
Decatur,2014,11685,-0.09404924760602063,NA,NA,-4.2617918346800305
Decatur,2013,11696,0.5329207495272437,NA,NA,-0.38231214364263183
Decatur,2012,11634,-0.4108885464817691,NA,NA,-0.7988445122582513
Decatur,2011,11682,-0.2987112742169451,NA,NA,-1.3920129806627974
Decatur,2010,11717,NA,NA,NA,0.8782599736115854
DeKalb,2018,20133,1.2930167035620777,NA,NA,6.037348003886027
DeKalb,2017,19876,2.2217650689158708,NA,NA,5.643678406099934
DeKalb,2016,19444,0.7878913539290933,NA,NA,4.2345757444262535
DeKalb,2015,19292,0.33806626098715764,NA,NA,-3.4374334673062763
DeKalb,2014,19227,0.40208877284595435,NA,NA,4.012117342930751
DeKalb,2013,19150,1.4892151147384514,NA,NA,-3.506234995491911
DeKalb,2012,18869,0.6132025167964184,NA,NA,0.43418935326145325
DeKalb,2011,18754,0.3155924043861891,NA,NA,-2.4523720805413647
DeKalb,2010,18695,NA,NA,NA,-1.180757310950964
Dickson,2018,53446,1.2733543032553918,NA,NA,0.48937596232078895
Dickson,2017,52774,1.684007707129087,NA,NA,3.197359223562474
Dickson,2016,51900,1.1025830833365724,NA,NA,1.7623145783945051
Dickson,2015,51334,1.7219855345288915,NA,NA,7.117655914427091
Dickson,2014,50465,0.6000318953831352,NA,NA,2.0547208658397933
Dickson,2013,50164,-0.09957382403313897,NA,NA,2.1479099169272873
Dickson,2012,50214,0.46416710015606544,NA,NA,-0.725753344737861
Dickson,2011,49982,0.5997906770791372,NA,NA,0.9049436909599635
Dickson,2010,49684,NA,NA,NA,-0.048863417131902565
Dyer,2018,37286,-0.14194274083397795,NA,NA,3.5366470636691347
Dyer,2017,37339,-0.540727718288847,NA,NA,3.251117900965833
Dyer,2016,37542,-0.5588959817762862,NA,NA,1.9091688879181745
Dyer,2015,37753,-0.14283069272885696,NA,NA,5.951929051892093
Dyer,2014,37807,-0.7507941091539183,NA,NA,4.528366647208471
Dyer,2013,38093,-0.24876924688383983,NA,NA,-4.4732366483225166
Dyer,2012,38188,0.18364027493573687,NA,NA,1.3271559883116673
Dyer,2011,38118,-0.521947909598619,NA,NA,0.34036441353955493
Dyer,2010,38318,NA,NA,NA,-2.509314372161662
Fayette,2018,40556,1.0112079701120713,NA,NA,6.208837271340701
Fayette,2017,40150,1.1258595068382782,NA,NA,4.533583197124375
Fayette,2016,39703,1.076883910386961,NA,NA,1.2939360205784842
Fayette,2015,39280,0.4012984689313104,NA,NA,0.804234912743065
Fayette,2014,39123,0.8012985674533679,NA,NA,-3.8987868768793685
Fayette,2013,38812,0.325699219355835,NA,NA,6.53780403530528
Fayette,2012,38686,0.3007518796992459,NA,NA,1.101602719727759
Fayette,2011,38570,0.37213417649049063,NA,NA,-1.1011486144788694
Fayette,2010,38427,NA,NA,NA,0.21081466756109465
Fentress,2018,18322,0.5929504776545524,NA,NA,-0.2096035092239002
Fentress,2017,18214,0.9645232815964633,NA,NA,9.157811062802573
Fentress,2016,18040,0.4174784302811041,NA,NA,3.548739175269429
Fentress,2015,17965,0.6498963527368451,NA,NA,-1.933262786341772
Fentress,2014,17849,-0.3071939231456655,NA,NA,-2.7832030804388346
Fentress,2013,17904,-0.06697923643670389,NA,NA,-0.06709567041614298
Fentress,2012,17916,-0.4500750125020825,NA,NA,-0.32434374295782653
Fentress,2011,17997,0.41287730848629245,NA,NA,-0.5913095473246531
Fentress,2010,17923,NA,NA,NA,-2.8957703815369373
Franklin,2018,41935,0.7495855656728168,NA,NA,4.687983693939358
Franklin,2017,41623,0.25290235560480046,NA,NA,2.173062223401057
Franklin,2016,41518,0.4232881019761603,NA,NA,1.6748664812208023
Franklin,2015,41343,0.13321061809725698,NA,NA,5.266468117622124
Franklin,2014,41288,0.18198141363161557,NA,NA,-0.22342515522151665
Franklin,2013,41213,1.290306724341339,NA,NA,-0.6359686436941848
Franklin,2012,40688,-0.41363780992240695,NA,NA,2.086686244833147
Franklin,2011,40857,-0.2490295173221968,NA,NA,-1.6006878457013403
Franklin,2010,40959,NA,NA,NA,0.3816804328397143
Gibson,2018,49171,-0.17054106182113893,NA,NA,3.2074411384308243
Gibson,2017,49255,0.010152284263953426,NA,NA,4.196926389312669
Gibson,2016,49250,-0.16014920229480145,NA,NA,0.6726714985604481
Gibson,2015,49329,-0.2164414596650177,NA,NA,2.339819275799653
Gibson,2014,49436,0.1134062373430611,NA,NA,3.2563668851360132
Gibson,2013,49380,-0.5758466556598063,NA,NA,-0.6360679190389683
Gibson,2012,49666,-0.4649484949296512,NA,NA,0.8441296204902294
Gibson,2011,49898,0.335806639721703,NA,NA,-4.345705056280657
Gibson,2010,49731,NA,NA,NA,4.137093776139082
Giles,2018,29446,0.22805405221417718,NA,NA,5.458104708708885
Giles,2017,29379,0.7337562146408461,NA,NA,1.8029521367912076
Giles,2016,29165,0.6626859489869963,NA,NA,4.443761115323571
Giles,2015,28973,0.5343696866650482,NA,NA,6.801443495546274
Giles,2014,28819,0.06249782993645869,NA,NA,4.66448132483023
Giles,2013,28801,-0.5799302702889308,NA,NA,1.1160485554607933
Giles,2012,28969,-1.0756727223056983,NA,NA,-0.28535950560325735
Giles,2011,29284,-0.4148813167380805,NA,NA,-3.567162719804364
Giles,2010,29406,NA,NA,NA,-1.7696236359297004
Grainger,2018,23137,0.13416428633254984,NA,NA,8.67869184824513
Grainger,2017,23106,0.047629357003686756,NA,NA,4.226647905371018
Grainger,2016,23095,1.0810574229691783,NA,NA,1.7345801261758702
Grainger,2015,22848,-0.06123698714023407,NA,NA,5.969656155822814
Grainger,2014,22862,0.5409208848234259,NA,NA,-1.8274447520679877
Grainger,2013,22739,0.22037110494073087,NA,NA,1.9105768316442686
Grainger,2012,22689,-0.2812815892409781,NA,NA,-2.851123202976636
Grainger,2011,22753,0.1408388715285369,NA,NA,-1.928150448870352
Grainger,2010,22721,NA,NA,NA,0.6206576515944072
Greene,2018,69164,0.49839438543468617,22.1,0.9132420091324311,1.7582157289360658
Greene,2017,68821,0.4260969808402182,21.9,-0.9049773755656187,2.9441169104621805
Greene,2016,68529,-0.0831073396903137,22.1,0,1.1384467532450884
Greene,2015,68586,0.17819584014957535,22.1,-1.777777777777767,2.6008587831768644
Greene,2014,68464,0.18730976352141493,22.5,-7.786885245901631,1.890104016644479
Greene,2013,68336,-0.6166375799883661,24.4,6.0869565217391175,4.652700094535767
Greene,2012,68760,-0.5970537637517537,23,9.523809523809534,-5.822862093218755
Greene,2011,69173,0.49248917686026683,21,-13.580246913580252,2.2139871485728246
Greene,2010,68834,NA,24.3,NA,-2.613302985860356
Grundy,2018,13348,0.12001200120010935,NA,NA,2.9994612320121323
Grundy,2017,13332,0.42181379933714513,NA,NA,5.46450812476271
Grundy,2016,13276,-0.4573742220889243,NA,NA,1.2841528781151552
Grundy,2015,13337,-0.02248875562218533,NA,NA,4.728814696469342
Grundy,2014,13340,-0.8104691798646702,NA,NA,2.297947096924877
Grundy,2013,13449,-0.9865272767429878,NA,NA,-1.5403120546338342
Grundy,2012,13583,-0.03679717397704341,NA,NA,5.697562711825232
Grundy,2011,13588,-0.99817850637522465,NA,NA,2.887729762981405
Grundy,2010,13725,NA,NA,NA,1.1533825199358954
Hamblen,2018,64629,0.8850800786737834,NA,NA,8.002645202251703
Hamblen,2017,64062,0.5982946247703458,NA,NA,2.3723720105486144
Hamblen,2016,63681,0.5177339668208214,NA,NA,5.36097204461095
Hamblen,2015,63353,0.5443580384066005,NA,NA,2.214673194933617
Hamblen,2014,63010,-0.06502672439770985,NA,NA,0.26315601789746546
Hamblen,2013,63051,0.45726849786502655,NA,NA,3.077959291722643
Hamblen,2012,62764,-0.21462980333550874,NA,NA,-1.6738238461053614
Hamblen,2011,62899,0.6223004319309,NA,NA,-3.413184705961446
Hamblen,2010,62510,NA,NA,NA,2.989609584020667
Hamilton,2018,364293,0.9032440337698677,22.3,8.252427184466015,1.2451039639788395
Hamilton,2017,361032,0.9095025406816504,20.6,-8.035714285714269,2.077896271237236
Hamilton,2016,357778,1.1558144137521653,22.4,3.2258064516129004,0.6402306645644564
Hamilton,2015,353690,0.8442415654251523,21.7,2.843601895734582,3.1223415935843915
Hamilton,2014,350729,0.4810199111875191,21.1,-0.4716981132075415,2.967601185906158
Hamilton,2013,349050,0.9710928482786763,21.2,-2.752293577981657,-1.3817628118871248
Hamilton,2012,345693,1.3483086773733888,21.8,0,0.7594543541347688
Hamilton,2011,341094,1.1506046605419762,21.8,2.3474178403755763,2.3575538323721594
Hamilton,2010,337214,NA,21.3,NA,0.3746479470114295
Hancock,2018,6561,-0.4853632640679506,NA,NA,-5.795746278470284
Hancock,2017,6593,0.15190642564180123,NA,NA,12.069704190406716
Hancock,2016,6583,0.09122700319295074,NA,NA,3.0259305864092116
Hancock,2015,6577,-0.6345369391146716,NA,NA,1.794699919080256
Hancock,2014,6619,-0.0302069173840791,NA,NA,-1.0503717000508455
Hancock,2013,6621,-0.540784136998651,NA,NA,6.663127618568283
Hancock,2012,6657,-0.7602862254025067,NA,NA,-7.1694133440357755
Hancock,2011,6708,-1.3239187996469504,NA,NA,1.2393369495428306
Hancock,2010,6798,NA,NA,NA,1.8950559296147156
Hardeman,2018,25276,-0.8317639673571908,NA,NA,-4.116103520010646
Hardeman,2017,25488,-0.37523452157598447,NA,NA,4.042097030995995
Hardeman,2016,25584,-0.9025061006313617,NA,NA,1.305774217498145
Hardeman,2015,25817,-0.6618184616568601,NA,NA,4.552025910420781
Hardeman,2014,25989,-1.4074355083459777,NA,NA,-3.694666884515831
Hardeman,2013,26360,-0.9469412295205148,NA,NA,-1.0955654745046763
Hardeman,2012,26612,-0.9564926123041384,NA,NA,-6.167893366091918
Hardeman,2011,26869,-1.1041996392947895,NA,NA,3.361164099676787
Hardeman,2010,27169,NA,NA,NA,1.4302421474099818
Hardin,2018,25693,-0.17483875981039176,NA,NA,0.020014302441968522
Hardin,2017,25738,-0.007770007770002696,NA,NA,-0.46128488060748224
Hardin,2016,25740,-0.054360487691229586,NA,NA,11.527501541868451
Hardin,2015,25754,-0.18216348203557997,NA,NA,2.911693389530627
Hardin,2014,25801,-0.4783027965284514,NA,NA,0.43653933700307546
Hardin,2013,25925,-0.1425159849010038,NA,NA,-1.8411354938301068
Hardin,2012,25962,0.3595036530209983,NA,NA,-2.826018230514201
Hardin,2011,25869,-0.6948176583493337,NA,NA,3.4877647116411463
Hardin,2010,26050,NA,NA,NA,3.8949402486473614
Hawkins,2018,56713,0.16425291416459764,NA,NA,-0.948440536435349
Hawkins,2017,56620,0.09723327145760852,NA,NA,3.1146034522777915
Hawkins,2016,56565,0.34592868547098643,NA,NA,1.685175537757624
Hawkins,2015,56370,-0.19652626546979857,NA,NA,3.3326926671359636
Hawkins,2014,56481,-0.3792154649358004,NA,NA,0.17259118108891838
Hawkins,2013,56696,0.24045261669023432,NA,NA,-1.5081334922566472
Hawkins,2012,56560,-0.10773387965595793,NA,NA,-3.822113877109934
Hawkins,2011,56621,-0.4378406892913689,NA,NA,-0.471113971047845
Hawkins,2010,56870,NA,NA,NA,2.9386574899335938
Haywood,2018,17347,-1.4766854092122417,NA,NA,-5.113169783279911
Haywood,2017,17607,-1.2063741443160136,NA,NA,12.011953985618192
Haywood,2016,17822,-1.1865158571745416,NA,NA,1.1798540568028115
Haywood,2015,18036,-1.0913079243213608,NA,NA,5.962587607583953
Haywood,2014,18235,0.005484260173305167,NA,NA,-2.589676746051176
Haywood,2013,18234,-0.22980958634274407,NA,NA,3.185121162027122
Haywood,2012,18276,-1.4558395341313535,NA,NA,-1.4322266934090637
Haywood,2011,18546,-1.413991069530085,NA,NA,-2.3446118085139602
Haywood,2010,18812,NA,NA,NA,0.47939045716636014
Henderson,2018,27983,0.47395066604429825,NA,NA,-1.729133555516912
Henderson,2017,27851,-0.014360078980435453,NA,NA,7.677206729643692
Henderson,2016,27855,-0.7942161122587055,NA,NA,-2.9664049158712738
Henderson,2015,28078,-0.05339408393549849,NA,NA,7.083077847565487
Henderson,2014,28093,0.1818700520647587,NA,NA,-1.5175615212096223
Henderson,2013,28042,-0.14243999715120026,NA,NA,-0.5006010608029918
Henderson,2012,28082,0.15335782303220746,NA,NA,-0.6474284286165365
Henderson,2011,28039,0.9032675975241045,NA,NA,-1.7192853554834766
Henderson,2010,27788,NA,NA,NA,-0.22899498579988614
Henry,2018,32336,-0.13588634959851298,NA,NA,3.5851951817350143
Henry,2017,32380,0.4591710101762292,NA,NA,2.721607416405673
Henry,2016,32232,0.3268279017648812,NA,NA,0.18326985307818044
Henry,2015,32127,-0.36594820902465797,NA,NA,6.871898782819752
Henry,2014,32245,-0.015503875968991832,NA,NA,2.7702833411594283
Henry,2013,32250,-0.39225376038546367,NA,NA,-4.611816314320813
Henry,2012,32377,-0.19420468557336257,NA,NA,-1.5394427808276558
Henry,2011,32440,0.12963763195259492,NA,NA,-1.6946341871619959
Henry,2010,32398,NA,NA,NA,0.2981062735535212
Hickman,2018,25007,0.6763557309070523,NA,NA,4.127744207705633
Hickman,2017,24839,0.7013703073055932,NA,NA,0.833730838471193
Hickman,2016,24666,1.2021499199934338,NA,NA,1.6417088992049724
Hickman,2015,24373,-0.3760474146740189,NA,NA,5.250168153272678
Hickman,2014,24465,1.0658074110794447,NA,NA,1.6746549885813382
Hickman,2013,24207,0.06200396825397636,NA,NA,2.547618862331698
Hickman,2012,24192,-0.7059596125430945,NA,NA,-2.7447174796519285
Hickman,2011,24364,-1.148212764230938,NA,NA,-0.8461137474350929
Hickman,2010,24647,NA,NA,NA,1.2298967754134515
Houston,2018,8234,0.9316008825692501,NA,NA,9.744729017075896
Houston,2017,8158,0.7036168374274787,NA,NA,0.5085130173969673
Houston,2016,8101,-0.28311176760216217,NA,NA,2.064664644915807
Houston,2015,8124,-1.1799051210314992,NA,NA,1.788112192316887
Houston,2014,8221,-0.664572257129048,NA,NA,6.776521910392701
Houston,2013,8276,-1.7568850902184185,NA,NA,-0.001033938367016634
Houston,2012,8424,0.92248712112135145,NA,NA,0.9576228079965199
Houston,2011,8347,-1.2306235948408517,NA,NA,-5.0111665291303895
Houston,2010,8451,NA,NA,NA,8.867101225526453
Humphreys,2018,18551,0.2594173917743081,NA,NA,4.165276161689659
Humphreys,2017,18503,0.6527770222488183,NA,NA,2.4982565089805355
Humphreys,2016,18383,1.2446990141543157,NA,NA,6.852023489253902
Humphreys,2015,18157,0.05510552708436478,NA,NA,0.36537252900674994
Humphreys,2014,18147,-0.5316816487612397,NA,NA,0.7107029938630666
Humphreys,2013,18244,-0.23513971673866374,NA,NA,2.2588596706676314
Humphreys,2012,18287,-0.630332011085144,NA,NA,-0.11716325171954577
Humphreys,2011,18403,-0.8352193124259055,NA,NA,-0.841602595909489
Humphreys,2010,18558,NA,NA,NA,1.3612591622559047
Jackson,2018,11777,0.6409160827208993,NA,NA,-0.5666462792014916
Jackson,2017,11702,0.783739557316343,NA,NA,4.918730080935857
Jackson,2016,11611,0.6675914687012341,NA,NA,7.289319109067335
Jackson,2015,11534,0.08677542519959225,NA,NA,-0.39680870723106465
Jackson,2014,11524,-0.32004151889974963,NA,NA,-3.036403035430567
